Address,Average Locked Celo Balance,Average Locked Celo in USD
0xd818f03476ef422beddf720addf5b3d3fd8353fe,10000,5444.114999999999
0x1c13efcbaeccc17d41f4a23da5cac15167675b96,10000,5444.114999999999
0xbe9636559c4a6ca9571a4aefb33f1c4439cc6e78,10000,5444.114999999999
0x1fd168b11eb42f19fbf12326a214ecd6d200d798,10000,5444.114999999999
0x9adfad30d88da1d2836303fcb705e05be82e3439,9876.262741986002,4455.147674737335
0xde5419e125784a1d2c5b71db0f841f028b1a11bc,9750.08694314318,5301.4674517885915
0x0b04c6ca6f2ea2c57d51c28bb3e82b0c9b4072eb,9596.192241922508,5459.017270836507
0x61491f2b423b231c63d6c573947d893bf494fce6,9580.069332647043,5318.609657944541
0x2c4c406fd6f886095b94238839f2a41a43a17222,9474.611602210398,4856.85907343445
0x47718d7d6f8668878bba567c3720193cc8fd3a47,9474.611602210398,4856.85907343445
0xa068404c922fad78d8bf91c845a9b431fd0c706b,9431.536254413508,5128.3966214397005
0xb0b8af6e1f5798837a0053a6cc7a94d1bb69e0e5,9409.903077931951,4836.606426123785
0x98b10df11da0fc74a7ffd7dd6ad367020fccfaf5,9396.185132268076,5096.158015602087
0x1927729fed8b8ffeccb6daa17cd42b3ebc097cc3,9336.013509194161,5076.321769547335
0x5659ad288c52203f744fbfb0284a3d8daaa35d09,9234.232570899154,5695.521247372849
0x5390d253c20a579836c24b96eb11e101cfa68ec2,9203.389098598016,5864.289092957472
0xfa48f9f3f0d2cf28a5af03720b8e921631115fa2,9102.431334626668,4949.787976260894
0xb5fd5db8db85c4197251e37528dd2fc77e7ab372,9063.57898282583,5156.064012142001
0x40c1dd940f1a708037cea17330cffd91e4f009a7,9001.83131922223,4805.7089714269505
0x05c7606b7d63ee5ccc6bd8294be59da46b59699a,8791.479696366172,4780.24706646799
0xb64c2d13b495132308519cfb27d517f6e308bf63,8775.162229905958,4771.368387932599
0xebd8f02b409d38827fd57cf45a353880158201f9,8726.226418197852,4004.0902408280904
0xe647510c249c669c727eab2914eede00806adb0f,8646.752066295605,5439.953635170663
0xa2bd025f19caec152dcf71375df5787d770b47d2,8623.533347424484,4721.516512064952
0xa2f6c64196c8eac76f66316aadde666d361c3247,8581.031274626444,5243.318914056161
0x5e687a6a1017d4e199921fd01f2da91f737837ca,8484.843682250443,4665.235949946764
0x5303e21dd05cc44eccf146f74c69d8199d2a7011,8484.413542828675,3622.2816513013295
0x816fbb2a8c2a81056c0e14cdbcc55d6a86565a40,8343.21541922831,3560.2001972622656
0x71aebd351c02929471b43548b1ce9326411550c5,8293.193323932215,3701.3816476610386
0x5d48cb4c473cd7436d9c96e351000b760b5a75d9,8224.934113414043,4216.2521563766395
0x65002f5ca34bac2ff4de2a42c7b60ca4184b025d,8183.377764689999,4449.600272825761
0xdaf3ef7ac0098189ee83af2120f6f7c1957d2683,8140.787827227225,4441.68426156887
0xe2edbbe7f27dc54f8202cc547767b6f89048fc03,8017.948021587894,4335.446905806579
0xf1d726648b52b36a44f844e3126a0eeef739a1e4,7991.056130667191,4263.716811949362
0x8367ab75ea0640d71999ace82b95e1b8493a904f,7948.086011128009,4321.672493788016
0x84327f6fa9afa99f7c8dc8048661aee1410784e0,7850.16667352993,4122.793182233963
0x1973bd5f4e3126d6f03d77a8d7e56adca3a8ce0d,7841.670904469182,4278.3717061419475
0x78318c7088a2ee6452c74937e041f41f576f0f69,7799.608732171079,3661.7752173576137
0x51140dc8b1972fb3545880c79cd16e9b499f4250,7778.3088137642335,3271.0739990166235
0x53ee2f047a2f12a2d0792a33bba1f20396f8d590,7760.544130127056,4195.912166937211
0xaa811d973c299fa166583f304cd8691b078aefb2,7717.842663511248,4196.4726092076235
0xf4281defe5fe4d185a6be1641ed38d868a49c955,7658.077385859564,5124.614279349947
0xa2393abeeea68558c70ac8641c442f096e0530d4,7598.269446114864,3773.6866006044606
0xbb7d3b131718d669f14e06c78a835b204b7b8bdd,7581.439675719837,4141.727852109756
0xd0f7749df2a8f3aba31725997ebff4ae245cda38,7570.87648390885,3510.3241401160562
0xea252187b9e681bf5bc9211df036ba9cb89b0cfa,7543.279605029401,4101.823521684252
0x334c0d7939c5eb82b8e1f72097f279b24c0e2f13,7541.241983055918,4187.44369555193
0xc4138e3956ebdd27a1950e34b9ae04bf52331840,7530.298806095423,4094.5062323348197
0xc7cc3a3adfae78c7ebf7be5bfa110734c15952f0,7500.75,4062.3286922499997
0xfc6930a6a4fed1599cdb62eae9118fd8d28f41a7,7457.545906908069,4034.1521664867173
0xb0ccb497431380d5926cce2a8dca0d7356fa9d25,7375.815379209499,3791.131580259514
0x69327a491f0e1ba3f1331df7195e180de30ee64b,7244.628282852763,3940.5559823079543
0x2c38efe16e99cb8bfc7fd0461b546686e9779a66,7200.8432902878485,3294.939090449728
0x12a436bf57dd99c7c682e4632e56f7cc0c8a8d9f,7157.141868113522,3780.1248482675633
0xf05ab382ff0a390c1544a8b13cb5efb7cd2ebac5,7156.449635664602,4200.321636955779
0x04b2d81a8226922dca2c7e47ee4baa2786f7ffa4,7001.333333333333,3405.5969622499997
0xec7496b054815e9f88566f99b1e51702fdb5b036,6976.385649960795,3793.316871164677
0xf62e0a26be72c059cc19ebc2add8b025e4276db9,6943.673985597362,3072.6914665265926
0x5548294651527d5e0866f74410e74586c5ac13cc,6826.484979586324,3711.811953443486
0x755582c923db215d9ef7c4ad3e03d29b2569abb6,6819.6271857348265,3708.081344780893
0x4af806c873eb793ea95ef59811964f1bde05fb89,6748.232604271713,3468.5342271790014
0x100fe0a2b6d31f275d120fb3bb080fdecc7104dd,6674.4356104923945,2953.0725909631674
0x373ec62320050beae2055278fe935cc9e236638e,6673.3946143125095,3063.644468241912
0x397c9047ebe67a1b3f71b52503c3a3ca37e491c8,6565.310305137006,3502.8266520660095
0x3b373491b5f2af4ef7a565bbd29643aed24b415a,6562.915973232578,3568.4991899627953
0xfb618229e5a63f9bcb063badb3fe7d01949334d3,6539.2612991427595,3555.637832564214
0x98ef62948ad8a3c1d896e3a97035666d0f7f89ec,6533.475601834117,2747.5961368613475
0x5f5ea459b27bfa467693872b976cce2f4e41ca13,6504.010802173335,2980.2624145656514
0xd7a02b3e235a5d3ee55b59abd784b13fd440a0e7,6497.4107810705855,3226.787403723058
0x1d2d673aa8a0db5e7cdfb8c671c3672bb0d6d8af,6488.037322499782,3527.791929874294
0x83042636ba282363562f01a882580bbcbdb1263c,6401.829035850594,3092.1539908181117
0x442207b87e32afd9cc16b78558cd061abbf931a3,6399.447798014793,3479.606326429184
0xd3c60b514a47d930ca769e7ac3a4bae956e607a0,6397.830260659616,3478.7439117602194
0xe28a3293023f23400b2be192eecb11bdec604be4,6389.952119934536,3513.4104220767417
0x6a1067eebc1c2f0aaea7faa1d1bf1626bccc5119,6348.309009826673,2835.7036166002836
0xcb55d84d3620a6ad97cc44279cb62f2087983c69,6337.239793751898,3445.790737354946
0xe2b727c7609e2bf86560f01ace5541ab39bc8b9d,6329.414370098105,3441.5357662287624
0xfa4c78adce01c0b0a13981a04733dcccbcf5c972,6259.5678078539395,3117.4133530309614
0xc1c751d46981ce0d133e908036d05e0204d2154d,6248.488835824409,3397.534107396028
0x6541eb3e77c1131c3bc2066f315e28f9dbce2e31,6138.509877395864,3232.1144218408713
0x19fdee26e72a09aa96a7a58583b4124b28c80bc0,6129.906666411822,3044.274459662754
0x2d405a815c9c7c60b1136827f8b8d005834db430,6007.223999405709,3266.348992313185
0xda3c00305af984edd328547ac8024b66d9976af7,5946.645346626307,3979.3963975301594
0x3d46bbe5c92a5e7931a9ce77d68232738cc88534,5919.000345275203,3218.3790486212984
0xfec62490e50b1038ab91ceedcb79e9e39269263b,5893.71705708028,2926.9957834938195
0xb3432da3d0f3154d405a43c4ae175434c0462088,5893.380982957026,2926.815096891082
0x1be6d886bf6cfec7f9e85dec8c9b1d2b251badf2,5847.0132607696905,3119.307823423142
0x3d1de429a5a2c8f35d4eb07e2e1023173a09cbb4,5816.1020310632075,3201.6474275296573
0xbb9deb4adc9c88a8a0c5a391fb6a6c8835f66b74,5726.777086793337,3125.2005070658765
0xe14a0c8801ac3df90f3857df0fe818f676a2ab46,5721.739525959295,3111.112313809898
0x0080fba755c457b17e241727d32fdb84a8505b26,5706.636648719958,3102.91103320022
0x1e8e5b3627e633ec8bf562c62113fae309698d13,5600.613052416152,2355.288937179234
0x84b0200f2ead3e9885d88c1c118d363117eb431f,5600.473039027703,2878.594598310006
0xbca219a3900f0ed26f2189450da1da5de3f9bb9d,5540.269235560973,3012.995062734097
0x36a1f87e5c33d97766bc22f3487cca26228ad911,5527.354132049154,3005.4181256481384
0x7bc36e0f30ec575bc0aa3f780257bb1ce290893d,5514.049726666264,2319.00151746854
0x455b1977fe29786f95e9452fe0f048aef7e911cb,5493.428492866391,2505.453445470823
0x7244a8c98a423d08cd5a972f14638e76f006d41a,5483.081946045167,2843.725135112851
0x69e62383025e560041766e11d23ad9aa194189b7,5358.552436709366,2913.6341303218364
0xf191347849908f992f84bee9ce36b43c8feff58e,5349.146472879404,2633.2508915960566
0x7bad050e245283d37d439d7be90c4e1160e06508,5308.897069668192,2936.481765158975
0x2a95ba27840a16d5ff7f05075e8a75abd23824af,5303.415442055396,2883.653858037938
0xa3fbfd8894a7ad360d5d9684afa8a1cac453123c,5294.571855248182,2878.9913100894173
0x1d751c0fd42b69c4fb378439b62d5b7005dbd1b8,5288.964681854493,3144.1601641115863
0x18b8de0ea94e704681062e10fb0542ac994c1390,5258.092988229452,2353.421538492837
0xe1f13ec34a96ac188a1a88139fedb86190cf99ec,5227.969331797406,2854.1598782860397
0xa59d10781b4f19e300d71b6ab14d9283ff97f6bc,5175,2290.02375
0xca9517fc8c43e45c2cf8f4fcc8eaed5db82c0073,5166.666666666667,2173.5443333333337
0x5dac45ce01ed45509b7a918253a7c0b6e152babb,5155.999976150021,2803.5061867753197
0xba03c8f1f06b83e49702c004b77a88c748162b0c,5132.079950902378,2796.7214679560325
0xe7edaafef57c859cc41e186e9e1df03436d779b6,5118.689621745364,2783.2201609586205
0x7b3fbe6d827ae0fac0cf32f9c352e33f797c0764,5113.769017391451,3145.2406612907876
0xc8a565340385a9f8d2c2024cca170a869b9f2258,5086.719193045338,2781.8429575510695
0x6647d774dcd126facded15aa8e5e9a69699d2b5f,5074.920648520722,3067.537144863232
0xbc1e19291b7582d1199ca0d73512d93a41cb4d80,5048.990983100096,2322.8648702113264
0x09ffb06e8f5fa0a5fcb7246c3e04e88fdce4a4b2,5015.121163837471,2299.9815509142486
0xab32a0d091ddc4afdb9602a8ca9b411dd322175b,5000,2722.0574999999994
0xaa652a9d8cc32d5710a9c483ae106fe088f8c78f,4984.0483352704005,2710.0098641667787
0xd494db34269760fce405b500a908303760cee23d,4913.519144989938,2671.6542839401573
0x25b7f6ec6b01af9bf17006c85cddeefc072f9f78,4880.771541816258,2591.788178989257
0x3ec23bab0d3ef7945875526fea8ac63a9e023f94,4856.26213465175,2640.528805979608
0x3d5a28a255311ab0cae40330f346d68956155821,4715.4868910688465,2595.770382363981
0x23a9e28036b3d1045a0db64d5ef00e707c459e1d,4705.946977295344,2762.0243322086167
0x2d9ad5d4f0602746766431923a66be9e8a1ee9b6,4700.79791104573,2556.0085504380736
0x2d3a44a68a65269d0f8599d6f9e74a1c156c184f,4633.827771102849,2599.316667740644
0x7d5fa54365f5fb8356367e5d81ba0ea9673c70c3,4601.9330339489115,2286.42622879645
0x0de256039682647ceab5c488dd2461f372c3989e,4594.419788561356,2498.155295709927
0x184b3ab52a1d05e5d48cf4192283b2fd91893443,4582.770126370861,2494.242608972907
0x397bb2ef4b8467663b29b3690902fe76130aec7d,4548.832680518834,2473.3627976753965
0xe4a3f85f4c0a0f4d17dc04d64f0aa87a0ae3d366,4518.715580781791,2504.2333913443467
0xd61546d9ded235b180bd7bf9ac58b98d3ef99488,4502.428520602205,2448.1365627555674
0x08b05b27d39428e780d6a5606ead644d52393699,4480.847798630141,2436.402020835622
0xe7b44f48f814c61e5dd64c928089c64b8586c09b,4451.25,1984.85955825
0x581dbf15d7213c82dad73eb201829fe704cf2fbd,4418.292272046811,2402.3828123228445
0xe967f0811b0e23a1254fbf6e638670ccf5107341,4417.919935752893,2183.071928970533
0x34908f7f156b0edf7c087cef204909055a414858,4387.460603148372,2134.354797231779
0x98feb1d28b7166d7055ef86ad91693f534e8c736,4365.696521752827,2524.1739359634953
0x9f6acd1dbeab7f8a6bda0da21ae71bdd666b84d8,4359.804809421398,2370.5797870426713
0x9ccf79492f349c7a3bbedc1fcfe295f130058bf3,4330.058630707451,2354.412395220737
0x54079df7122448e036c7b3ac8563fa27c04a0b92,4272.213307907893,2275.3894010388008
0x5d561e889fad424e73c3c55b52378966e9745b99,4242.905583702804,2363.2927568371174
0xb522a0271bab73ce38725c459bb590218f4b9b63,4213.037826584473,2290.783873017372
0xafb7c25d0a81fc7e82670f177b159cf1aac907c7,4212.537803898843,2023.9218535707103
0xc7419ce33225e881fb36ff58b45425bc1b92f490,4208.50848647416,2433.2741997695625
0x4af118d2665208c6cb5d3b7e51b7e0826780cfed,4166.795914674091,2266.182628399301
0x0e6ee9a4d1f414d2efa722bef273a72d0c38e39e,4116.114241107213,2238.0809078211164
0x2ed877d83f91c32d32638413a2049e2f43a4d8a8,4111.185975331167,2235.402491561124
0xbec0b8d1b4432844e0bd09fcb9b3b89d79dc2253,4109.681924802393,2235.713871724252
0x30fba5f36dd22c81351a5788c3cf59d95f4f6be0,4089.4088782113795,2223.5626097550944
0x35bd2b82f139ff57ec538e0ac35aa2a73dc64ce4,4084.063428605498,2220.6550647190606
0x9dca72e3aa331ea6a73d1178c66f17892bb0b757,4045.2252813778146,2007.5743518320805
0x85a0407f61a77ef2c47cda38e0a7da9720c39145,4016.190983398843,2183.751329945065
0xdd25034c477a55f5f547da04b2bc9648fb2c196b,4003.8967344242083,1988.4418553445873
0x9d54264b0bab5c3914ab3afe6137a69a023f63e1,3992.408612643007,2170.8137645317834
0x5ed822d9071178825d6eca9c0d027be7b6ef3fb2,3989.889157242696,2124.065474478072
0x864cbcf576009648bdc4c70ea2bc07aa6abe32a1,3988.1833189328677,1701.8296094883954
0x7622c280eb80de9015bc21c0b1b0f72b7f34c17f,3966.4997759495277,1692.5768513936307
0x7d71f958b1aef400c3aab6abea187b71e0fed3ae,3905.328048830441,1642.351625327504
0x93c84eda02de50682cb9b23054d2590c11d13800,3873.4391847153856,2085.5222324426745
0x8ce637a87576f15556eaa679f6ba28ae8471f52f,3855.417997297998,2096.332045661068
0x202ad9077e8466341a8d861d7346400a62fab70a,3820.8201880527317,2077.7688493608925
0x194e1a7211276e671da3448ee999df683e4c193e,3809.558999863846,2059.717973059082
0x19957b77c5cb6eff62d25fa20713ccb6619a05e5,3803.0243896122483,2068.022890958421
0xc0ec8b56421a721da7b30370104e6e00d725f7c8,3781.007284927818,2091.368582756088
0xa7f0968477172520798fb176946607443f97954e,3774.329241851412,2306.2759520535606
0xcce5ee4fd5866ce8b150a1340f32259f09ec4b57,3750.4376606549067,1927.6940775194853
0x8adbb16401dc452778bb3b5f953a3c98d41129f0,3736.1443945318097,2031.4793454385626
0xdf392e53ed17a443569c8e605fc0db137a208bfe,3682,2004.5231429999997
0xd9c0804efd85d693e3913eef7147ef87bba1c043,3647.7782103171958,1622.53561551217
0xf5814679f615857aca2f5529e965c5336d0a06d8,3644.0201151714336,1970.2135839210298
0x8fcdc63833207878c674e5dc498bc04163ff2426,3619.8323602054606,1544.6476250821536
0x5bb0e5c1942ffb71c8fca83ef23c2a4109295d16,3617.413470364428,1966.9193665253867
0x5d4e32975bcf3aca47282c580cf5bc0f8135d218,3611.9805817262145,1963.9062869606742
0x680929ebdfd811a302d19e34f3fef1fa6075b545,3590.922464316369,2107.590807280128
0x14f1075b3ebb1612cf41f00be314a4aa243e4c5c,3585.5843613100374,1949.6146160417002
0x71288c51f23f32b23731c4afdf9f7c614a291d7d,3577.630101369358,1642.4314355087179
0x49fa9554c64729ab5c56a67db33e95d90f679b04,3576.470417902718,1945.3449459486108
0x16997cb94e13d6502e04043e60b2b731b3f304b7,3549.082970220397,1570.2741878169363
0xbe3ce81bf0acc179b144ba6c8d405d244e29a2b4,3523.118436978037,1621.1476581865263
0x8ea0c9bfa5db507c12437285980c88d118d9891d,3493.4614276012085,1899.5239753167516
0x7df591d254069dc3c9c78d61aecd8169a7aac496,3490.189476498344,1906.0975183735427
0x5b2f54a40dd63d5e3332bcaf6059e6dec6f034ba,3484.3267548766175,1580.223453758129
0x83f7b58f2853cb7651790da9b146e1d3a5d2c75a,3473.549247460738,1888.9586859133115
0x165366a01e509bd85526923df56e6629eadf612b,3443.4145974229164,1535.4550691856111
0x872cb76eb45fd275604fd89e660e6190220c3bf4,3427.1429785321593,1875.7883761468481
0x063805abffeeb5bb46f4e82fe0275779b654e19e,3422.4922994887274,1861.1491374695916
0xc285c2ae624093ab22f61840a8cc1532ea1c73be,3397.2921724515927,1847.5843754137331
0xe6794471ec5f49b14e9971e6abe8dc446b4747c5,3389.3371124838136,1845.270360258986
0x4670cf9a3d259203428f456c4b5807811100b75b,3386.2271970774746,1696.9950409688001
0x9c6400098a6fe5bee781bef76a9605b365548382,3373.7708383611466,1723.5578388947758
0x981b7b167aa8925844a699e539fd527b80211b91,3364.087816803227,1522.0687512531401
0xf78dddd9f845dbaf29ff784604f38c299a22667a,3346.7251181928327,1819.7377388357475
0xae82437b22fc925b92c9a3dd0478b0c700ff8fe3,3339.258074577401,2018.4144733625635
0xee6c0fa803099837690d440b3108d03763ab7550,3338.3001909222608,1532.8200768542908
0x42e1dace9d0c990aad744f3b31c2a09c11be7976,3338.3001909222608,1532.8200768542908
0xffb906c1eec7fcd5ac93ab6ea90530b4c03578a5,3329.2475333172947,1509.9287403011192
0xbeaf4e1799307107c4af061d00771cc70acf2924,3295.378562150039,1693.7918005439442
0x664562f46dacad91661acf603952139490a315c0,3290.981219975884,1789.4228365565516
0x88ea99968ffbd6c570ae05e3c950f93e5b4f65c9,3285.5455775257014,1786.4724502744457
0x3c4ef1c8496534657cfee986b46a4dd92f1e0c2a,3282.875389419562,1784.9943132413275
0x9038d66a9b101c32bd661e8861b8e61086a74c52,3269.28158270283,1675.8937315245755
0xa5623eef9748df1a8be2318c0e45efa64b401ea8,3251.498380653174,1767.955432327721
0xe0d9f343d2f0ff0d26c5efb8abf2d55f4221d806,3239.3809285262855,1362.2937225429985
0xe12fba197c05e36a456e5624655c5fe815de9f30,3221.6374134777584,1751.7182759736124
0x194afd6d41b278912173b00fc4f290362d2b2ac2,3217.6063466872342,1749.9497832881668
0x41d025bd9818154e9bef8f0278e75637b93c281e,3214.0843051361735,1748.0342612556608
0x2b8fc4a69d0b9cf7ca2bb3374978ed3c277f649e,3207.3551748332407,1743.9571662956885
0xeeeae546031976882f786c8857fdfe31cb1875a5,3206.055800240838,1471.8472155563825
0x282475861cb3c5ba895738a78e5e7ee4382b1ad8,3193.119976018725,1736.347814332313
0xcbf44e5ff402f43f6349afeb1e7f5676afdc7115,3193.0721693148403,1704.1098868064757
0xc29ed6029a494c0132dd6b7043570c1521170986,3172.9095333473124,1334.3395639776402
0x81435550b5611c99c78d6be61e83ab9cd9fc9fff,3171.073311616556,1916.7533557592578
0x27ef37e8377d3bd3beea551f0fc822cbb02a2ee3,3155.9001545127553,1999.8970838148873
0x75878b35acb0cea3a6a8292dd368983e3436fe3b,3127.7430349242145,1660.984510201146
0x2a86da8298d7339fc42af234043c449b2bb47a8a,3102.290470424597,1686.8296159651525
0x44a7be76a04af3a9ac324e7d88c2f402ad3a3ec0,3092.546118504442,1681.5306747210907
0x9c34d549669605187d0455bec8cf81a295b3a2ed,3081.6373065990597,1675.6000641054582
0x3df2c913af0e9d24c42c6c305b862542db935734,3069.527026840331,1887.9228119892116
0x5ac4221b82271bedf3afc780fa217f686f475a11,3052.0871755195712,1659.5289972488636
0x355f4c21493d6c1b5ebd0c68b019c6722dcc04e6,3051.5372391619608,1302.1458676207137
0xe31003a49c068ddcdf8b21d5212a083b041083dd,3024.9999999999995,1646.8447875
0x8410676daf9c47d5a1bf46b6296154dc81beac0e,3009.388906374755,1623.0378747528323
0x46a2e206d9fef10eb1dfb79c57bd8c50605acef9,2976.646684016429,2005.4198358256542
0x0640ced083ca476f179dab94df1970019f0f29f7,2934.8064183221736,1350.161373846702
0x9f14106cf15e1f3a821e7640295b98c1b570cb1d,2931.6264833387886,1863.8999083138026
0xc2135a76bcede10561fd074753934a93c138214c,2884.3317837067784,1857.2911135976028
0xa9a6a644e36e19a5ce54a35da4b92c951044a29b,2874.3152701018075,1322.3309787821122
0x3641906fbf4dd1f5691aacba5a782bb4b3b9e79c,2861.089030395806,1555.583936444482
0xc229aea91c389b0dbf87962b58ff13d808bdcb54,2852.7389552780223,1199.282898582015
0xd0f2d6bc15576bd047fafb8f6be56c1d2955c9b0,2852.02151465,1467.7133724149019
0xf78fc365bd13f90ef5242b29e8bd5ba607d518d9,2808.8366333945196,1527.267954044695
0xbb03e2de0e0454c557c7572e66cc0c1c0087c6d2,2795.440641951381,1689.7049304694165
0x468342aef4ae0d7c7f21691279de6114563afcda,2782.205740512989,1512.7951651349515
0x3a9ff2f5045a389d282147888391de99456f1c9a,2765.5716132942102,1373.5930874640032
0xd8b56c9e0890a06b5bfe86239e51fe54b37496ad,2752.666130313215,1465.4917747894233
0x35d2471acea4df67a2b6c3f414261b660eb0d18b,2752.0043754843423,1496.3663975527518
0x6e28787d6a720b337f77b9c1032cf47d66521ae1,2749.788226715007,1495.1613956348945
0xb4bd5605420fe7873c69baa40be11b41aad99dd2,2741.8285522633637,1490.8331917815856
0x0b1f20177ed5682408eb1a0b5d59369ab8dbe2bf,2735.9068347237967,1487.6091304851013
0x7523be353d4f554f1a37e26fc69d7af2022bac25,2724.782452854983,1205.5666849761985
0xcdd4c70e4ddaa4966336178f14e12413aa2ff20b,2720.3654583356115,1479.1629169208893
0x459272cf4097fe458359e48fc22681a469689770,2716.9999999999995,1479.1660454999999
0x1e117433bee97e8e467a9993ac194993f857a43e,2712.2382563713877,1394.0657594932964
0x28a98d95737c28614fec5558c705336ef1e194f3,2697.753804954918,1466.864236679071
0x6e5750c75fa124621a102793fa34c0c60e2de813,2691.6937424516923,1463.5724989011198
0x07773db7056d31c42a6dfcbc76ff1213dc1bd1a9,2683.568728090538,1338.1525479634706
0x846a98a285eb53fbf12af39debe8b8877bfb8f0c,2658.949376426842,1445.7682590452716
0x7bfa5d333176d174a9c7f7147e0cce6ddf82f3a4,2650.149355600492,1563.2710571843545
0x093d886fde831cf97c58d5797fe973480a9c7bd8,2636.2573496722343,1439.6367876673382
0xbe032a3b41fb7a76ddc10d680b85ac04c3f19ad3,2630.5896703102335,1255.4333446652652
0x914f16fb3c555b69a20cbf48949443ce755aa52f,2630.3984997332905,1432.0414503372929
0xe09ae30604ad03741c4a1b87d76b6b17ec1f4627,2618.9407019939413,1424.014540448662
0x6c940be9245394058c8c73bf1e5f2447eee1ac4f,2616.9300168201057,1422.9420121564297
0x395c3d93208b8fd818a8698654ca9fe770984902,2614.9902993253413,1421.8663766726547
0xda92564de775c5e9c8682ea6de2f596c2a0dd277,2610.8333333333335,1408.2924791666667
0x94c97b30becbb3e24cf0f9fb32926a20ef8f5efe,2589.2258597290893,1327.2846076633284
0x2b0e72406854d7f2fad5dccf5453e76b03bbc15a,2574.63438869031,1399.9252906404452
0x7a2d6faaec032b3cf24d51bbf033c69fa42d7545,2574.166066401888,1399.6694010099793
0x8ca9d91a2b9f920beecfc4f2a050ceab1358346e,2565.3614175635125,1318.7701937842646
0xf0a36fc42734a0c96d554a7fa224c44b8394436b,2540.1136988773374,1168.5814371524812
0xc367d4c90ae3dd829e443e6b3bbf30820230eae1,2516.6172886850145,1366.7710183267857
0x2539e66488ff5fe3ebdd0ca4fbc3196fdc86adbe,2514.566804495082,1112.5576324282836
0xc24baeda4ca0121f07b29cb1c3c44f8516051450,2510.194055448575,1110.6253550569502
0xd1d876b4e3f6ece447feb42e6082244bbd04eebf,2510.024541082313,1369.1144780440245
0x52949f71f71f6e5a6efcab0f16c8ff6711a84780,2509.7672740119147,1110.434103929627
0xf6cda4289a06d4e57a9db34bca1a1a476288ea28,2508.7499488796243,1358.713048563733
0xd9c0ac7ca20353d3bdde68545d4123dd297d6de8,2500.25,1106.4022958333333
0xe7f49fc3ebcb92b3c9bdaa859fc7f8fc84eadd70,2500,1382.1924999999999
0x7e05c6f073a6e536e20e4c11bc8524b82eccb085,2500,1106.2916666666667
0xd7a2ee9561dcc25b4d6e50c68a11396dcf56732d,2493.101092294206,1355.590908771788
0xa968633a90f04adee3d30fcedabd8ff36fd0ac41,2471.5003688010897,1343.845310501739
0xfa9cb2b47f1dc09b1a78ab63d962e600ec9893bd,2453.0170081974998,1333.7957155660702
0xf1d024e4cbdee789adb9d8ed75c91e2922d73262,2451.1069738455285,1332.7571595239676
0x21fa022f8e361147eaf41f6e328c24264df43f5d,2441.618659543981,1552.7911225992318
0xa1ee9c93a1dc9d06dcfc7785bc316df1bc87fc7c,2427.7613035653953,1320.0632585470883
0xa38873fd847877548ca02da9cd518d8ff717f2e2,2421.6005533976186,1330.045789987182
0x12f38d183d8bfd69788149908ccb039e6156cc06,2414.973037223947,1065.6453519897495
0xd88b206e19fee8f89cc21a25122b5eedeafdb329,2411.088280802596,1325.8524385199496
0x760b83063d8118f1b3c3a71b5a405f0aa3606683,2407.5624155234777,1334.1675130924773
0x4c7f4aa6d1ceb00d736cc50f6e1c56ebb58a8c6e,2400.375932790543,1386.7706035062986
0x335a9a55a1ee78a5b6d606b0436b136f53ef4a08,2388.5077432507846,1298.8628184003485
0x2fcbb4c00eace53344df375cfedbcce2c0391c3a,2385.718661552685,1297.2586830792582
0x012a912143eacce2af7cbfc99f47473183074708,2385.6248409186214,1297.1545807124778
0x5d95925d2547aff3282492a06bec313ab279e2c4,2362.3995809290427,1194.6311681515842
0x2108e78625d3c8446bbceefe113e34ae68441b89,2360.9272362197676,1283.7306246670103
0x2c8377d81b9db212cd6130c3d679e6d67a17c81c,2346.390771000501,1418.2766019313092
0x3217a2821e60959bd8f8ce0e433de6e694633571,2335.6571718458795,1270.0386770916266
0x447f8bbf5ab0748836a8486a3937cb14676b3290,2315.015120660225,1256.6517072224372
0xb6c6cf3699d79bf808325111fa57895f3319b468,2239.0927110118187,1217.5537756345052
0xf522aff7da1c3cbd3fafc5a62e1cac50570aad1a,2235.9911316009925,1216.0817000525915
0x0779dd41afbca9acb964cb6146885ba4a0ade460,2223.7916666666665,1081.8012607083333
0x6cb874a361b852fe020cb2ced70757ca27cd2a07,2212.95402116355,1265.9375467983318
0xca1a34c2f05fd99fd85c0ba7b91ebbaa166e4d23,2194.210587512438,978.3740014089386
0x4f9dc67dc07e46bbf1ed5bfe163dc22fd7d781a1,2187.7052334401224,1203.251989723075
0xbc4bc6c90328d62141750d4404e64036c7ae7308,2178.6429594540746,1184.6077015745095
0x28abfa1d9f8a3ee8425152bd66f73ae95409b955,2175.547894174821,1182.9522399323741
0x14bdeaa1013b4fa35ed50c1f3bee505918222bf6,2160.2172577569468,1195.306871763957
0xc3e8b2fae51718e971143d5aaf6a388719226140,2153.502595143634,960.2225622692116
0xabddb4cf8112ebdbda7bb030be9608ea694b10a0,2147.643388224134,1167.9070055146958
0xcd5fe6aaa39d2e152ec8b31b4f4f52d4423648be,2147.4135530142353,1167.6247733196733
0x9f9e46b695365e19971444e3bb1a3211ae687988,2137.8686133721835,1162.4348517182864
0xccbf955c48b717178af1ee16e4ea164f4a34244a,2137.502273381924,1119.4315768737058
0x03095020eae1ed110b589ca8c992da46046fc431,2135.3781163136377,1161.080674268862
